ParasiteCorrectedName,close,nonclose,vector,intermediate,ParasiteTraitsCitation
Pestivirus Bovine viral diarrhea virus 1,1,0,0,0,Bachofen et al. Veterinary Research. 2013.
Pestivirus Classical swine fever virus,1,1,0,0,"Dua, Kirti. Infectious Diseases of Farm Animals. 2012. pg. 352"
Phacopsylla inexpectata,1,1,0,0,"Junker K, Horak IG, Penzhorn B. History and development of research on wildlife parasites in southern Africa, with emphasis on terrestrial mammals, especially ungulates. International Journal for Parasitology: Parasites and Wildlife. 2015;4(1):50-70. doi:10.1016/j.ijppaw.2014.12.003."
Phagicola angrense,0,0,0,1,
Phagicola diminuta,0,0,0,1,
Phagicola longa,0,0,0,1,
Phaneropsolus orbicularis,0,0,0,1,
Phaneropsolus perodictici,0,0,0,1,
Pharyngostomoides procyonis,0,0,0,1,
Pharyngostomum cordatum,0,0,0,1,
Philophthalmus zalophi,0,1,0,1,Meise and Garcia-Parra. Marine Biology. 2015.
Phlebovirus Bhanja virus,0,0,1,0,
Phlebovirus Rift Valley phlebovirus,0,0,1,0,
Phlebovirus Sandfly fever Naples phlebovirus,0,0,1,0,
Phocanema decipiens,0,0,0,1,
Phocascaris cystophorae,0,0,0,1,
Phocascaris phocae,0,0,0,1,
Photobacterium damselae,0,1,0,0,Hlady and Klontz. 1996. The Journal of Infectious Diseases.
Phthirus gorillae,1,0,0,0,
Physaloptera caucasia,0,0,0,1,
Physaloptera cebi,0,0,0,1,
Physaloptera dilatata,0,0,0,1,
Physaloptera maxillaris,0,0,0,1,
Physaloptera mordens,0,0,0,1,
Physaloptera multipapillata,0,0,0,1,
Physaloptera multiuteri,0,0,0,1,
Physaloptera praeputialis,0,0,0,1,
Physaloptera rara,0,0,0,1,
Physaloptera sibirica,0,0,0,1,
Physocephalus sexalatus,0,0,0,1,
Plagiorchis elegans,0,0,0,1,
Plagiorchis muris,0,0,0,1,
Plagiorchis vespertilionis,0,0,0,1,
Plagiorhynchus cylindraceus,0,0,0,1,
Plagiorhynchus ogatai,0,0,0,1,
Plasmodium brasilianum,0,0,1,0,
Plasmodium coatneyi,0,0,1,0,
Plasmodium cynomolgi,0,0,1,0,
Plasmodium eylesi,0,0,1,0,
Plasmodium falciparum,0,0,1,0,
Plasmodium fieldi,0,0,1,0,
Plasmodium fragile,0,0,1,0,
Plasmodium gaboni,0,0,1,0,
Plasmodium georgesi,0,0,1,0,
Plasmodium girardi,0,0,1,0,
Plasmodium gonderi,0,0,1,0,
Plasmodium hylobati,0,0,1,0,
Plasmodium inui,0,0,1,0,
Plasmodium jefferyi,0,0,1,0,
Plasmodium knowlesi,0,0,1,0,
Plasmodium malariae,0,0,1,0,
Plasmodium petersi,0,0,1,0,
Plasmodium pitheci,0,0,1,0,
Plasmodium reichenowi,0,0,1,0,
Plasmodium rodhani,0,0,1,0,
Plasmodium schwetzi,0,0,1,0,
Plasmodium shortii,0,0,1,0,
Plasmodium simiovale,0,0,1,0,
Plasmodium simium,0,0,1,0,
Plasmodium vivax,0,0,1,0,
Plasmodium youngi,0,0,1,0,
Platynosomum amazonensis,0,0,0,1,
Platynosomum marmoseti,0,0,0,1,
Pleochaetis exilis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 597
Plesiomonas shigelloides,0,1,0,0,"Klontz EH, Faruque ASG, Das SK, et al. Clinical and Epidemiologic Features of Diarrheal Disease due to Aeromonas hydrophila and Plesiomonas shigelloides Infections Compared with Those due to Vibrio cholerae Non-O1 and Vibrio parahaemolyticus in Bangladesh. ISRN Microbiology. 2012;2012:654819."
Pneumocystis carinii,1,1,0,0,
Pneumonyssus africanus,1,0,0,0,
Pneumonyssus congoensis,1,0,0,0,
Pneumonyssus dinolti,1,0,0,0,
Pneumonyssus mossambicensis,1,0,0,0,
Pneumonyssus santos-diasi,1,0,0,0,
Pneumonyssus simicola,1,0,0,0,
Pneumonyssus vocalis,1,0,0,0,
Pneumostrongylus calcaratus,0,0,0,1,
Pneumovirus Bovine respiratory syncytial virus,1,0,0,0,
Polymorphus cetaceum,0,0,0,1,
Polymorphus major,0,0,0,1,
Polymorphus meyeri,0,0,0,1,
Polyomavirus Simian agent virus 12,1,0,0,0,
Pomphorhynchus laevis,0,0,0,1,
Porrocaecum decipiens,0,0,0,1,
Porrorchis leibyi,0,0,0,1,
Porrorchis nickoli,0,0,0,1,
Porrorchis oti,0,0,0,1,
Primasubulura jacchi,1,0,0,1,
Primasubulura otolicini,1,0,0,0,
Probstmayria gabonensis,0,1,0,0,
Probstmayria gombensis,1,1,0,0,
Probstmayria goodallae,0,1,0,0,
Probstmayria gorillae,0,1,0,0,
Probstmayria vivipara,0,1,0,0,Smith HJ. Probstmayria vivipara pinworms in ponies. Canadian Journal of Comparative Medicine. 1979;43(3):341-342.
Procyotrema marsupiformis,0,0,0,1,
Profilicollis altmani,0,0,0,1,
Profilicollis botulus,0,0,0,1,
Propionibacterium avidum,0,0,1,0,
Prosarcoptes pitheci,1,1,0,0,
Prosthenorchis elegans,0,0,0,1,
Prosthenorchis spirula,0,0,0,1,
Proteus mirabilis,1,0,0,0,
Proteus vulgaris,1,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 367;Mahon, Lehman and Manuselis. Textbook of Diagnostic Microbiology. 2011. pg 438"
Protofilaria furcata,0,0,1,0,
Protoparvovirus Carnivore protoparvovirus 1,1,1,0,0,"Kapoor et. al. Journal of General Virology. 2011;Parthiban M, Aarthi KS, Balagangatharathilagar M, Kumanan K. Evidence of feline panleukopenia infection in cats in India. Virusdisease. 2014;25(4):497-499. "
Protoparvovirus Ungulate protoparvovirus 1,1,1,0,0,"Xiao C-T, Giménez-Lirola LG, Jiang Y-H, Halbur PG, Opriessnig T. Characterization of a Novel Porcine Parvovirus Tentatively Designated PPV5. Subbiah E, ed. PLoS ONE. 2013;8(6):e65312. "
Protospirura muricola,0,0,0,1,
Protospirura numidica,0,0,0,1,
Protostrongylus capensis,0,0,0,1,
Protostrongylus rufescens,0,0,0,1,
Protostrongylus rupricaprae,0,0,0,1,
Protostrongylus rushi,0,0,0,1,
Protostrongylus stilesi,0,0,0,1,
Providencia stuartii,1,0,0,0,
Pseudamphistomum truncatum,0,0,0,1,
Pseudomonas aeruginosa,1,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 386;;Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg. 386"
Pseudomonas alcaligenes,0,1,0,0,
Pseudomonas fluorescens,0,1,0,0,
Pseudomonas luteola,0,1,0,0,
Pseudomonas putida,0,1,0,0,
Pseudomonas stutzeri,0,1,0,0,
Pseudoterranova cattani,0,0,0,1,
Pseudoterranova decipiens,0,0,0,1,
Psorergates cercopitheci,1,0,0,0,
Psoroptes cervinus,1,0,0,0,
Psoroptes cuniculi,1,0,0,0,
Psoroptes ovis,1,0,0,0,
Psoroptes pienaari,1,0,0,0,
Psychrobacter phenylpyruvicus,1,0,0,0,
Pterygodermatites affinis,0,0,0,1,
Pterygodermatites nycticebi,0,0,0,1,
Pulex irritans,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 598
Pulex simulans,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 599
Pygidiopsis summa,0,0,0,1,
Rahnella aquatilis,0,1,0,0,"Martinez RJ, Bruce D, Detter C, et al. Complete Genome Sequence of Rahnella aquatilis CIP 78.65. Journal of Bacteriology. 2012;194(11):3020-3021. "
Raillietina demerariensis,0,0,0,1,
Respirovirus Human parainfluenza virus 1,1,0,0,0,
Respirovirus Human parainfluenza virus 3,1,0,0,0,
Retortamonas intestinalis,1,1,0,0,
Rhadinovirus Bovine gammaherpesvirus 4,1,0,0,0,"Dua, Kirti. Infectious Diseases of Farm Animals. 2012. pg. 250"
Rhadinovirus Equid gammaherpesvirus 2,1,0,0,0,
Rhadinovirus Human gammaherpesvirus 8,1,0,0,0,
Rhinophaga elongata,1,0,0,0,
Rhinophaga papionis,1,0,0,0,
Rhipicephalus appendiculatus,0,1,0,0,
Rhipicephalus aquatilis,0,1,0,0,
Rhipicephalus arnoldi,0,1,0,0,
Rhipicephalus bursa,0,1,0,0,
Rhipicephalus capensis,0,1,0,0,
Rhipicephalus compositus,0,1,0,0,
Rhipicephalus decoloratus,0,1,0,0,
Rhipicephalus evertsi,0,1,0,0,
Rhipicephalus follis,0,1,0,0,
Rhipicephalus gertrudae,0,1,0,0,
Rhipicephalus glabroscutatum,0,1,0,0,
Rhipicephalus haemaphysaloides,0,1,0,0,
Rhipicephalus kochi,0,1,0,0,
Rhipicephalus lunulatus,0,1,0,0,
Rhipicephalus maculatus,0,1,0,0,
Rhipicephalus microplus,0,1,0,0,
Rhipicephalus muehlensi,0,1,0,0,
Rhipicephalus nitens,0,1,0,0,
Rhipicephalus praetextatus,0,1,0,0,
Rhipicephalus pravus,0,1,0,0,
Rhipicephalus pulchellus,0,1,0,0,
Rhipicephalus punctatus,0,1,0,0,
Rhipicephalus pusillus,0,1,0,0,
Rhipicephalus sanguineus,0,1,0,0,
Rhipicephalus simus,0,1,0,0,
Rhipicephalus sulcatus,0,1,0,0,
Rhipicephalus theileri,0,1,0,0,
Rhipicephalus turanicus,0,1,0,0,
Rhipicephalus zambeziensis,0,1,0,0,
Rhipicephalus zumpti,0,1,0,0,
Rhopalopsyllus lugubris,1,0,0,0,
Rhopalopsyllus lutzi,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 601
Rhyncoptes anastosi,1,0,0,0,
Ribeiroia ondatrae,0,0,0,1,
Rickettsia conorii,0,0,1,0,
Rickettsia rickettsii,0,1,1,0,
Rictularia lemuri,0,0,0,1,
Rotavirus Rotavirus A,1,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 817;"
Rubulavirus Human parainfluenza virus 2,1,1,0,0,
Rubulavirus Mumps virus,1,0,0,0,
Rubulavirus Parainfluenza virus 5,1,0,0,0,
Salmonella enterica,1,1,0,0,"Braden, C. Clinical Infectious Diseases. 2006.;;Gray et al. Veterinary Microbiology. 1995. ;Braden, C. Clinical Infectious Diseases. 2006."
Sandnema digitatum,0,0,1,0,
Sarcocystis alceslatrans,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis americana,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis arctosi,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis arieticanis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis axicuonis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis camelopardalis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis capracanis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis capreolicanis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis capricornis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis cornagliai,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis danzani,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis dubeyella,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis elegans,0,1,0,0,
Sarcocystis felis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis fusiformis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis gazellae,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis giraffae,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis grueneri,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis hemioni,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis hemionilatrantis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis hominis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis hydrurgae,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis kirkpatricki,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis klaseriensis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis melampi,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis mephitisi,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis mongolica,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis neurona,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis odocoileocanis,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis phacochoeri,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis rangi,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis sebeki,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis silva,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis tarandivulpes,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.;Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis ursusi,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis woodhousei,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcocystis youngi,0,1,0,1,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.
Sarcoptes scabiei,1,1,0,0,
Scalopacarus obesus,1,0,0,0,
Schistocephalus solidus,0,0,0,1,
Schistosoma bovis,0,0,0,1,
Schistosoma haematobium,0,0,0,1,
Schistosoma hippopotami,0,1,0,1,"Yamaguti, S. Synopsis of Digenetic Trematodes of Vertebrates. 1971. pg 689"
Schistosoma japonicum,1,0,0,1,
Schistosoma mansoni,0,0,0,1,
Schistosoma mattheei,0,0,0,1,
Serratia liquefaciens,1,1,0,0,Mahlen SD. Serratia Infections: from Military Experiments to Current Practice.Clinical Microbiology Reviews. 2011;24(4):755-791. 
Serratia marcescens,1,1,0,0,Mahlen SD. Serratia Infections: from Military Experiments to Current Practice.Clinical Microbiology Reviews. 2011;24(4):755-791. ;Mahlen SD. Serratia Infections: from Military Experiments to Current Practice.Clinical Microbiology Reviews. 2011;24(4):755-791. 
Setaria africana,0,0,1,0,
Setaria bicoronata,0,0,1,0,
Setaria caelum,0,0,1,0,
Setaria cervi,0,0,1,0,
Setaria congolensis,0,0,1,0,
Setaria cornuta,0,0,1,0,
Setaria equina,0,0,1,0,
Setaria labiatopapillosa,0,0,1,0,
Setaria scalprum,0,0,1,0,
Setaria yehi,0,0,1,0,
Shigella boydii,1,1,1,0,
Shigella flexneri,1,1,1,0,
Shigella sonnei,1,1,1,0,
Simplexvirus Bovine alphaherpesvirus 2,1,0,0,0,couldn't find good reference
Simplexvirus Human alphaherpesvirus 1,1,0,0,0,
Simplexvirus Human alphaherpesvirus 2,1,0,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 809;"
Skrjabinagia arctica,0,1,0,0,"Lichtenfels, J. Ralph, P. A. Pilitt, and M. Fruetel. ""Cuticular ridge pattern in Ostertagia gruehneri and Ostertagia arctica (Nematoda: Trichostrongyloidea) from caribou, Rangifer tarandus."" (1990)."
Skrjabinema ovis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 238"
Skrjabinema parva,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 238"
Skrjabinema rupicaprae,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 238"
Soboliphyme baturini,0,0,0,1,
Solenopotes binipilosus,1,0,0,0,
Solenopotes burmeisteri,1,0,0,0,
Southwellina hispida,0,0,0,1,
Sparganum mansoni,1,1,0,1,"Walker, M.D., and Zunt, Z.R.. “Neuroparasitic Infections: Cestodes, Trematodes, and Protozoans.” Seminars in Neurology 25.3 (2005): 262-277."
Speleocola tamarina,1,1,0,0,
Sphaerirostris lancea,0,0,0,1,
Sphaerirostris lanceoides,0,0,0,1,
Spiculopteragia asymmetrica,0,1,0,0,"Youssefi MR, Hoseini SH, Mobedi I, Hosseini SM, Ekrami B. Spiculopteragia asymmetrica infection in Cervus elaphus from Iran. Veterinary Research Forum?: an International Quarterly Journal. 2014;5(1):77-79."
Spiculopteragia boehmi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 81"
Spiculopteragia dagestanica,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 82"
Spiculopteragia houdemeri,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 83"
Spiculopteragia mathevossiani,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 84"
Spiculopteragia odocoilei,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 85"
Spiculopteragia pursglovei,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 86"
Spiculopteragia spiculoptera,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 81"
Spilopsyllus cuniculi,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 602
Spilopsyllus inaequalis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 603
Spirocerca lupi,0,0,0,1,
Spirometra erinaceieuropaei,0,0,0,1,
Spirometra janickii,0,0,0,1,
Spirometra mansonoides,0,0,0,1,
Spirura aurangabadensis,0,0,0,1,
Spirura diplocyphos,0,0,0,1,
Spirura marmosetae,0,0,0,1,
Spirura rytipleurites,0,0,0,1,
Spumavirus Simian foamy virus,1,0,0,0,
Staphylococcus albus,1,1,0,0,
Staphylococcus aureus,1,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 285;"
Staphylococcus auricularis,1,1,0,0,Kluytmans et al. Clinical Microbiology Reviews. 1997.
Staphylococcus cohnii,1,1,0,0,Wang et al. Foodborne Pathgens and disease. 2015.
Staphylococcus epidermidis,1,1,0,0,"Namvar AE, Bastarahang S, Abbasi N, et al. Clinical characteristics of Staphylococcus epidermidis: a systematic review. GMS Hygiene and Infection Control. 2014;9(3):Doc23. ;Namvar AE, Bastarahang S, Abbasi N, et al. Clinical characteristics of Staphylococcus epidermidis: a systematic review. GMS Hygiene and Infection Control. 2014;9(3):Doc23. "
Staphylococcus hyicus,1,0,0,0,"Dua, Kirti. Infectious Diseases of Farm Animals. 2012. pg. 177"
Staphylococcus intermedius,1,0,0,0,"Fitzgeral, J. Veterinary Dermatology. 2009"
Staphylococcus sciuri,1,1,0,0,Nemeghaire et al. Journal of Antimicrobioal Chemotherapy. 2014.
Staphylococcus simulans,1,0,0,0,Kloos and Schleifer. International Journal of Systematic Bacteriology. 1975.;Kloos and Schleifer. International Journal of Systematic Bacteriology. 1975.
Staphylococcus warneri,1,1,0,0,Schmidt et al. 2013. BMC Veterinary Research.
Staphylococcus xylosus,1,1,0,0,Vanderhaeghen et al. 2014. The Veterinary Journal.
Stenistomera alpina,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 604
Stenotrophomonas maltophilia,0,1,0,0,
Stephanofilaria thelazioides,0,0,1,0,
Stephanoprora spinosa,0,0,0,1,
Stephanurus dentatus,1,1,0,1,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg.74-76"
Stilesia hepatica,0,0,0,1,
Streptococcus agalactiae,1,0,0,0,
Streptococcus canis,1,0,0,0,
Streptococcus dysgalactiae,1,0,0,0,
Streptococcus equi,1,0,0,0,
Streptococcus equinus,1,0,0,0,
Streptococcus mutans,1,0,0,0,"Matsui R, Cvitkovitch D. Acid tolerance mechanisms utilized by Streptococcus mutans. Future microbiology. 2010;5(3):403-417. doi:10.2217/fmb.09.129."
Streptococcus phocae,1,0,0,0,
Streptococcus pneumoniae,1,0,0,0,
Streptococcus porcinus,1,0,0,0,
Streptococcus pyogenes,1,0,0,0,
Streptococcus sanguinis,1,0,0,0,
Streptococcus suis,1,1,0,0,"Goyette-Desjardins G, Auger J-P, Xu J, Segura M, Gottschalk M.Streptococcus suis, an important pig pathogen and emerging zoonotic agent—an update on the worldwide distribution based on serotyping and sequence typing. Emerging Microbes & Infections. 2014;3(6):e45-. doi:10.1038/emi.2014.45."
Streptococcus uberis,1,0,0,0,
Streptococcus viridans,1,0,0,0,
Streptopharagus armatus,0,0,0,1,
Streptopharagus baylisi,0,0,0,1,
Streptopharagus bifurcum,0,0,0,1,
Streptopharagus pigmentatus,0,0,0,1,
Strigea strigis,0,0,0,1,
Strongyloides cebus,0,1,0,0,
Strongyloides erschovi,1,1,0,0,Shimalov and Shimalov. Parasitological Research. 2002
Strongyloides fuelleborni,0,1,0,0,
Strongyloides lutrae,1,1,0,0,J. Torees et al. Journal of Helminthology. 2004.
Strongyloides martis,1,1,0,0,"Shimalov, Shimalov and Shimalov. Parasitology Research. 2000."
Strongyloides mustelorum,1,1,0,0,"Anderson, R. Nematode Parasites of Vertebrates. 2000. pg292"
Strongyloides papillosus,1,1,0,0,"Anderson, R. Nematode Parasites of Vertebrates. 2000. pg28-30;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg. 29"
Strongyloides planiceps,1,1,0,0,Yamada et al. The Journal of Parasitology. 191
Strongyloides procyonis,1,1,0,0,H. Sato et al. The Journal of parasitology. 2006
Strongyloides stercoralis,1,1,0,0,"Mati VLT, Raso P, de Melo AL. Strongyloides stercoralis infection in marmosets: replication of complicated and uncomplicated human disease and parasite biology. Parasites & Vectors. 2014;7:579. ;"
Strongyloides vulpis,1,1,0,0,
Strongylus asini,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 63"
Strongylus edentatus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 63"
Strongylus equinus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 63"
Strongylus vulgaris,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 64"
Subulura baeri,0,0,0,1,
Subulura distans,0,0,0,1,
Synosternus caffer,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 605
